name,price,manufacturer,description,image
Cetrid OD 10mg Tablet 10'S,18.45,Biomiicron Pharma India Pvt Ltd,"CETRID OD 10MG contain Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETRID OD 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/337452/cetrid_od_10mg_tablet_10_s_0.jpg
CETRIMARK Tablet 10's,18,Glenmark Pharmaceuticals Ltd,"CETRIMARK contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETRIMARK exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Cetriplus Syrup 60ml,43.81,Shield Health Care Pvt Ltd,"CETRIPLUS contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). CETRIPLUS works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
Cetriver 10mg Tablet 10'S,17.36,Leeford Healthcare Ltd (Generics),"CETRIVER 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETRIVER 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/801910/cetriver_10mg_tablet_10s_0_0.jpg
CETRIZ 10mg Tablet 10's,18.47,Moxy Laboratories Pvt Ltd,"CETRIZ 10MG contain Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETRIZ 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
CETRIZINE Syrup 30ml,18.59,ANTEX PHARMA PVT LTD,"CETRIZINE contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). CETRIZINE works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
CETTOP 10mg Tablet 10's,15.3,Reliance Formulation Pvt Ltd,"CETTOP 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETTOP 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
CETZINE 10mg Tablet 15's,27.69,Dr Reddy'S Laboratories Ltd,"CETZINE 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETZINE 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/929653/cetzine_10mg_tablet_15s_0_0.jpg
CETZINE Drops 10ml,74.25,Dr Reddy'S Laboratories Ltd,"CETZINE contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). CETZINE works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/drops.jpg
Cetzine Tablet 10'S,18.37,Dr Reddy'S Laboratories Ltd,"CETZINE contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETZINE exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/42883/cetzine_tablet_10s_0_0.jpg
CETZY 10mg Tablet 10's,18.48,Zee Laboratories Ltd,"CETZY 10MG contain Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CETZY 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/890899/cetzy_10mg_tablet_10s_0_0.jpg
Cistin L 5mg Tablet 10'S,71.39,Dr Johns Laboratories Pvt Ltd,"CISTIN L 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CISTIN L 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/825668/cistin_l_5mg_tablet_10s_0_0.jpg
CITRITO Tablet 10's,18.1,Shine Pharmaceuticals Ltd,"CITRITO contain Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take CITRITO exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
